"Player","G","GS","Min","Pts","FGM2","FGA2","FGM3","FGA3","FTM","FTA","O","D","T","As","St","To","Fv","Ag","Cm","Rv","PIR","Season","Team"
"GARCIA, SERGI","15","1","105:28","13","2","7","3","11","0","0","3","8","11","8","3","10","0","0","11","3","4","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"GARINO, PATRICIO","10","4","189:48","67","8","25","8","25","27","29","5","30","35","6","5","8","1","6","28","23","59","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"GONZALEZ, MIGUEL","6","2","30:21","5","1","1","1","3","0","0","1","2","3","1","0","0","0","0","0","2","9","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"HENRY, PIERRIA","25","18","616:15","197","50","104","18","61","43","59","27","63","90","85","40","57","0","2","49","68","259","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"JANNING, MATT","28","13","635:12","169","22","65","35","123","20","22","12","43","55","42","21","30","1","6","47","36","108","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"LOPEZ, LAUTARO","1","0","3:10","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","1","0","-1","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"POLONARA, ACHILLE","27","0","338:06","85","20","49","9","40","18","28","31","44","75","6","15","7","11","3","29","30","113","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"SHENGELIA, TORNIKE","28","28","851:31","444","136","232","34","87","70","91","49","107","156","81","28","79","13","13","68","127","519","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"SHIELDS, SHAVON","26","21","659:15","246","66","129","28","81","30","35","20","68","88","25","10","25","5","10","40","43","221","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"STAUSKAS, NIK","22","12","451:33","197","29","71","38","90","25","32","9","38","47","35","12","28","4","8","39","30","149","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"VILDOZA, LUCA","16","7","370:08","113","25","51","17","59","12","12","4","27","31","51","18","30","7","5","38","31","110","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"DIOP, ILIMANE","33","5","379:20","129","37","68","3","13","46","59","35","49","84","18","9","21","17","4","79","52","151","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"GARINO, PATRICIO","18","8","264:53","100","19","33","16","36","14","19","11","14","25","6","13","5","2","3","39","15","75","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"GONZALEZ, MIGUEL","6","0","5:48","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","-1","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"GRANGER, JAYSON","12","5","231:22","86","13","39","17","42","9","14","1","18","19","29","4","16","0","5","21","28","68","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"HILLIARD, DARRUN","34","11","697:18","320","67","136","39","121","69","89","9","88","97","38","23","43","2","12","91","72","235","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"HUERTAS, MARCELINHO","34","15","663:36","264","77","147","24","57","38","43","17","35","52","160","23","84","0","11","62","57","291","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"JANNING, MATT","28","17","698:38","284","32","63","63","167","31","39","11","49","60","49","23","29","3","1","51","40","235","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"JONES, JALEN","13","0","128:42","58","14","29","6","18","12","17","12","13","25","2","4","8","2","3","20","22","50","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"PENAVA, AJDIN","4","0","13:19","2","0","1","0","4","2","2","1","3","4","0","0","0","0","0","0","1","2","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"POIRIER, VINCENT","34","26","871:43","406","169","274","0","0","68","93","117","165","282","37","27","44","28","9","89","94","602","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"SEDEKERSKIS, TADAS","2","0","5:46","4","2","3","0","0","0","0","1","1","2","0","0","0","0","0","0","0","5","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"SHENGELIA, TORNIKE","20","15","489:50","229","71","135","11","28","54","102","19","66","85","33","23","34","8","12","52","109","260","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"SHIELDS, SHAVON","33","30","807:12","323","96","170","26","73","53","60","37","56","93","37","19","34","2","10","67","68","303","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"VILDOZA, LUCA","34","17","766:10","309","48","108","54","145","51","58","13","64","77","128","36","57","5","6","79","73","328","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"VOIGTMANN, JOHANNES","33","21","801:23","248","62","104","30","97","34","45","38","154","192","86","21","47","12","5","43","38","382","2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"BEAUBOIS, RODRIGUE","33","17","704:11","410","103","180","54","135","42","47","15","65","80","59","24","39","13","9","87","61","349","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"DELFINO, CARLOS","2","0","10:00","0","0","0","0","1","0","0","0","2","2","0","0","1","0","0","0","0","0","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"DIOP, ILIMANE","25","5","237:52","88","27","47","2","7","28","36","17","24","41","8","3","11","10","2","49","35","90","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"GARINO, PATRICIO","23","7","347:23","104","30","55","6","22","26","31","8","31","39","15","23","22","3","7","37","32","104","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"GONZALEZ, MIGUEL","2","0","7:54","3","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","1","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"GRANGER, JAYSON","31","23","671:10","287","59","125","47","116","28","38","6","53","59","159","15","63","1","11","44","92","350","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"HUERTAS, MARCELINHO","29","11","480:43","170","39","96","19","44","35","38","7","23","30","105","4","43","0","9","47","55","180","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"JANNING, MATT","34","15","760:07","281","38","72","62","160","19","21","4","54","58","52","22","24","5","1","70","50","239","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"JONES, KEVIN","11","3","157:13","52","14","21","7","20","3","4","8","19","27","6","4","1","3","2","12","3","59","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"MALMANIS, RINALDS","11","8","132:08","27","6","14","3","8","6","8","6","15","21","7","4","2","1","2","24","6","23","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"MARTINEZ, IVAN","2","0","5:44","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","-4","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"MCRAE, JORDAN","3","0","45:53","15","3","11","1","6","6","7","1","2","3","2","2","1","2","0","2","9","16","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"POIRIER, VINCENT","34","23","607:23","278","110","192","0","0","58","80","66","112","178","34","19","33","29","13","88","71","371","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"SHENGELIA, TORNIKE","33","17","841:15","451","154","251","15","46","98","144","53","147","200","72","26","51","18","18","66","143","601","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"TIMMA, JANIS","33","27","751:01","251","33","49","54","131","23","30","29","50","79","42","30","38","3","5","62","34","234","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"VILDOZA, LUCA","24","2","316:13","107","14","32","21","51","16","23","5","25","30","49","12","36","2","1","49","35","94","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"VOIGTMANN, JOHANNES","34","12","723:50","296","85","133","30","52","36","54","38","112","150","55","14","36","9","7","58","52","387","2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"AKOGNON, JOSH","5","1","57:37","19","5","7","3","14","0","0","1","2","3","6","2","3","0","0","11","2","5","2016-2017","Baskonia Vitoria Gasteiz"
"BARGNANI, ANDREA","15","5","240:42","132","42","84","7","23","27","36","6","21","27","6","1","21","8","2","35","44","93","2016-2017","Baskonia Vitoria Gasteiz"
"BEAUBOIS, RODRIGUE","30","12","607:36","352","75","140","54","142","40","46","5","38","43","51","13","48","15","4","66","54","251","2016-2017","Baskonia Vitoria Gasteiz"
"BLAZIC, JAKA","33","7","450:08","154","34","84","24","62","14","25","19","50","69","15","15","19","0","13","45","32","109","2016-2017","Baskonia Vitoria Gasteiz"
"BUDINGER, CHASE","29","16","547:53","198","59","101","19","58","23","27","38","72","110","35","18","26","4","8","49","29","226","2016-2017","Baskonia Vitoria Gasteiz"
"COONEY, TREVOR","1","0","5:19","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","2016-2017","Baskonia Vitoria Gasteiz"
"DIOP, ILIMANE","33","9","454:20","134","51","89","0","0","32","43","23","67","90","15","8","23","18","4","100","55","144","2016-2017","Baskonia Vitoria Gasteiz"
"HANGA, ADAM","33","30","924:37","348","87","164","40","119","54","81","31","115","146","79","42","45","22","6","77","103","429","2016-2017","Baskonia Vitoria Gasteiz"
"LAPROVITTOLA, NICOLAS","14","0","128:52","38","6","18","7","31","5","6","2","10","12","31","4","18","0","4","19","10","17","2016-2017","Baskonia Vitoria Gasteiz"
"LARKIN, SHANE","33","33","953:45","431","91","202","49","143","102","128","18","71","89","187","42","92","8","18","80","142","478","2016-2017","Baskonia Vitoria Gasteiz"
"LUZ, RAFA","32","0","249:08","71","20","36","9","18","4","6","6","20","26","49","13","25","1","3","42","16","79","2016-2017","Baskonia Vitoria Gasteiz"
"PRIGIONI, PABLO","3","0","26:13","0","0","2","0","0","0","0","1","4","5","6","2","3","0","1","3","1","5","2016-2017","Baskonia Vitoria Gasteiz"
"SEDEKERSKIS, TADAS","13","0","65:02","17","6","9","0","1","5","8","3","5","8","2","1","4","0","2","4","6","17","2016-2017","Baskonia Vitoria Gasteiz"
"SHENGELIA, TORNIKE","24","13","499:24","258","78","154","13","24","63","81","31","70","101","33","18","47","7","15","54","93","289","2016-2017","Baskonia Vitoria Gasteiz"
"TILLIE, KIM","32","15","615:39","221","62","99","22","54","31","34","46","76","122","34","23","23","6","8","67","27","263","2016-2017","Baskonia Vitoria Gasteiz"
"VOIGTMANN, JOHANNES","33","24","773:45","332","103","160","23","73","57","78","76","156","232","57","19","31","11","5","60","67","494","2016-2017","Baskonia Vitoria Gasteiz"
"ACY, QUINCY","27","19","525:41","130","30","51","18","69","16","20","26","69","95","19","16","33","22","4","58","25","136","2019-2020","Maccabi FOX Tel Aviv"
"AVDIJA, DENI","26","5","371:24","105","28","47","13","47","10","18","15","53","68","30","10","19","6","4","52","19","102","2019-2020","Maccabi FOX Tel Aviv"
"BLACK, TARIK","11","11","216:23","100","34","55","0","0","32","46","20","33","53","11","9","23","8","2","36","32","117","2019-2020","Maccabi FOX Tel Aviv"
"BRYANT, ELIJAH","27","15","533:41","226","56","101","35","84","9","13","14","63","77","55","24","34","3","6","69","28","206","2019-2020","Maccabi FOX Tel Aviv"
"CALOIARO, ANGELO","18","10","377:06","100","20","36","11","32","27","33","18","33","51","25","12","7","0","2","38","29","127","2019-2020","Maccabi FOX Tel Aviv"
"CASSPI, OMRI","6","6","127:26","72","26","36","2","8","14","25","4","28","32","19","8","9","1","1","10","25","110","2019-2020","Maccabi FOX Tel Aviv"
"COHEN, JAKE","24","3","320:27","129","37","65","14","31","13","19","21","28","49","23","13","19","2","7","41","26","124","2019-2020","Maccabi FOX Tel Aviv"
"COHEN, SANDY","11","0","48:56","13","5","9","0","3","3","4","0","5","5","3","0","2","1","1","9","4","6","2019-2020","Maccabi FOX Tel Aviv"
"DIBARTOLOMEO, JOHN","12","0","162:25","94","14","26","16","34","18","19","0","12","12","20","10","10","0","4","32","27","86","2019-2020","Maccabi FOX Tel Aviv"
"DORSEY, TYLER","28","1","528:24","278","41","108","51","131","43","63","14","54","68","41","29","43","4","10","60","67","207","2019-2020","Maccabi FOX Tel Aviv"
"HUNTER, OTHELLO","27","16","629:08","278","118","199","0","4","42","59","76","98","174","36","14","26","10","7","57","63","383","2019-2020","Maccabi FOX Tel Aviv"
"JACKSON, AARON","12","2","210:20","51","11","23","7","18","8","11","4","15","19","20","3","14","0","4","26","15","38","2019-2020","Maccabi FOX Tel Aviv"
"REYNOLDS, JALEN","12","0","167:26","68","28","50","0","1","12","19","19","44","63","9","6","17","4","4","30","17","86","2019-2020","Maccabi FOX Tel Aviv"
"STOUDEMIRE, AMAR'E","6","0","32:34","8","2","4","0","1","4","4","1","4","5","1","1","1","0","0","5","4","10","2019-2020","Maccabi FOX Tel Aviv"
"WILBEKIN, SCOTTIE","26","25","677:18","419","42","96","90","207","65","80","4","47","51","88","32","58","1","6","40","110","411","2019-2020","Maccabi FOX Tel Aviv"
"WOLTERS, NATE","15","11","289:47","113","37","68","10","33","9","18","2","25","27","40","6","13","0","5","22","20","103","2019-2020","Maccabi FOX Tel Aviv"
"ZOOSMAN, YOVEL","23","16","406:34","124","35","66","11","39","21","25","14","48","62","39","24","26","2","7","50","27","132","2019-2020","Maccabi FOX Tel Aviv"
"AVDIJA, DENI","8","0","51:19","31","7","17","5","10","2","2","4","8","12","2","1","1","0","1","7","2","24","2018-2019","Maccabi FOX Tel Aviv"
"BLACK, TARIK","26","24","559:21","286","116","166","0","1","54","79","56","85","141","18","12","37","20","3","75","73","359","2018-2019","Maccabi FOX Tel Aviv"
"CALOIARO, ANGELO","30","27","743:38","221","55","90","23","73","42","53","60","85","145","41","37","24","3","6","73","57","305","2018-2019","Maccabi FOX Tel Aviv"
"COHEN, JAKE","25","0","217:03","73","19","40","8","20","11","14","10","18","28","15","5","9","0","4","35","22","59","2018-2019","Maccabi FOX Tel Aviv"
"DIBARTOLOMEO, JOHN","29","2","298:21","137","12","29","32","93","17","21","16","24","40","33","12","7","1","2","44","30","118","2018-2019","Maccabi FOX Tel Aviv"
"KANE, DEANDRE","25","24","643:47","200","56","109","22","71","22","54","32","63","95","64","27","31","2","12","63","68","216","2018-2019","Maccabi FOX Tel Aviv"
"LEVI, NIMROD","5","0","11:17","3","0","1","1","1","0","0","0","1","1","0","0","0","0","0","1","0","2","2018-2019","Maccabi FOX Tel Aviv"
"O'BRYANT, JOHNNY","30","28","701:34","319","82","182","37","121","44","56","30","146","176","39","14","60","10","4","78","75","295","2018-2019","Maccabi FOX Tel Aviv"
"PARGO, JEREMY","11","2","210:47","60","11","43","8","37","14","24","2","17","19","30","3","19","1","6","21","15","11","2018-2019","Maccabi FOX Tel Aviv"
"RAY, KENDRICK","17","0","187:35","81","17","40","11","24","14","21","1","13","14","19","3","15","2","2","29","22","52","2018-2019","Maccabi FOX Tel Aviv"
"ROLL, MICHAEL","29","7","624:01","264","70","136","35","86","19","21","20","43","63","79","20","33","1","4","55","35","251","2018-2019","Maccabi FOX Tel Aviv"
"SESSIONS, RAMON","2","0","40:15","18","5","14","1","6","5","6","3","4","7","2","1","3","0","0","2","9","17","2018-2019","Maccabi FOX Tel Aviv"
"TYUS, ALEX","30","5","549:04","219","97","146","0","0","25","40","39","85","124","8","14","22","34","7","53","48","301","2018-2019","Maccabi FOX Tel Aviv"
"WILBEKIN, SCOTTIE","29","29","718:52","373","61","119","65","198","56","70","10","43","53","90","26","48","0","5","54","90","320","2018-2019","Maccabi FOX Tel Aviv"
"ZOOSMAN, YOVEL","30","2","443:06","91","22","42","12","32","11","13","15","45","60","35","20","23","7","4","48","14","110","2018-2019","Maccabi FOX Tel Aviv"
"BOLDEN, JONAH","29","28","612:52","199","54","86","23","72","22","43","34","125","159","45","34","30","27","5","68","44","303","2017-2018","Maccabi FOX Tel Aviv"
"COHEN, JAKE","19","0","143:45","39","10","23","4","8","7","9","10","20","30","4","2","4","0","0","24","13","41","2017-2018","Maccabi FOX Tel Aviv"
"COLE, NORRIS","28","3","687:34","353","110","247","22","69","67","82","3","66","69","106","30","59","2","9","75","92","310","2017-2018","Maccabi FOX Tel Aviv"
"DIBARTOLOMEO, JOHN","28","6","359:42","93","15","40","14","49","21","26","10","34","44","38","15","12","1","2","51","22","83","2017-2018","Maccabi FOX Tel Aviv"
"JACKSON, PIERRE","29","28","743:22","420","79","177","54","147","100","116","12","73","85","123","28","77","1","16","73","130","414","2017-2018","Maccabi FOX Tel Aviv"
"KANE, DEANDRE","30","18","701:19","221","77","134","11","38","34","66","43","77","120","63","26","37","10","11","60","79","295","2017-2018","Maccabi FOX Tel Aviv"
"MASHOUR, KARAM","6","0","40:51","9","4","9","0","4","1","2","4","8","12","1","0","0","1","2","8","1","4","2017-2018","Maccabi FOX Tel Aviv"
"PARAKHOUSKI, ARTSIOM","30","26","486:30","229","94","149","0","0","41","59","57","59","116","10","16","23","31","7","74","48","273","2017-2018","Maccabi FOX Tel Aviv"
"ROLL, MICHAEL","29","28","761:00","265","66","130","31","76","40","45","9","51","60","84","10","26","2","4","46","38","269","2017-2018","Maccabi FOX Tel Aviv"
"SEGEV, ITAY","9","2","72:00","15","5","17","0","1","5","13","7","10","17","3","4","4","0","4","9","10","11","2017-2018","Maccabi FOX Tel Aviv"
"THOMAS, DESHAUN","28","5","679:07","322","90","198","37","87","31","45","26","67","93","33","14","26","3","11","35","48","269","2017-2018","Maccabi FOX Tel Aviv"
"TYUS, ALEX","30","2","599:23","250","111","180","0","0","28","57","65","84","149","5","15","19","30","14","47","57","328","2017-2018","Maccabi FOX Tel Aviv"
"ZOOSMAN, YOVEL","14","4","112:35","25","5","9","4","11","3","3","3","8","11","9","4","5","1","0","12","5","27","2017-2018","Maccabi FOX Tel Aviv"
"ALEXANDER, JOE","17","5","188:16","64","18","38","7","11","7","9","6","19","25","7","3","14","4","3","22","12","50","2016-2017","Maccabi FOX Tel Aviv"
"GOUDELOCK, ANDREW","20","16","573:23","345","78","143","49","107","42","46","4","49","53","57","5","34","0","2","31","56","322","2016-2017","Maccabi FOX Tel Aviv"
"IVERSON, COLTON","30","24","618:02","240","98","160","0","0","44","77","63","96","159","17","24","40","7","11","87","96","310","2016-2017","Maccabi FOX Tel Aviv"
"LANDESBERG, SYLVEN","23","3","354:05","162","31","69","25","57","25","38","7","19","26","12","3","14","1","8","34","35","100","2016-2017","Maccabi FOX Tel Aviv"
"LEVI, NIMROD","5","0","21:35","11","1","2","3","4","0","0","0","3","3","0","0","2","0","0","3","0","7","2016-2017","Maccabi FOX Tel Aviv"
"MEKEL, GAL","24","10","383:11","108","29","73","10","25","20","33","6","47","53","80","6","33","1","9","32","33","135","2016-2017","Maccabi FOX Tel Aviv"
"MILLER, QUINCY","4","3","77:19","28","6","19","4","11","4","4","3","10","13","3","2","5","3","0","11","5","18","2016-2017","Maccabi FOX Tel Aviv"
"OHAYON, YOGEV","27","10","483:35","143","29","76","22","50","19","29","4","41","45","74","25","35","1","3","50","38","153","2016-2017","Maccabi FOX Tel Aviv"
"PNINI, GUY","29","1","367:11","75","14","27","13","47","8","15","9","37","46","36","10","13","0","1","25","17","91","2016-2017","Maccabi FOX Tel Aviv"
"RUDD, VICTOR","30","20","775:13","302","78","151","32","88","50","64","25","104","129","52","21","54","8","10","62","66","309","2016-2017","Maccabi FOX Tel Aviv"
"SEELEY, DENNIS","26","14","526:09","189","35","75","24","62","47","53","15","37","52","67","13","45","5","7","60","51","181","2016-2017","Maccabi FOX Tel Aviv"
"SEGEV, ITAY","7","0","58:39","19","7","11","0","0","5","7","6","8","14","1","1","3","3","0","16","4","17","2016-2017","Maccabi FOX Tel Aviv"
"SIMPSON, DIAMON","6","2","120:55","55","25","41","0","0","5","15","14","26","40","7","9","4","6","0","16","20","91","2016-2017","Maccabi FOX Tel Aviv"
"SMITH, DEVIN","28","24","733:22","257","60","132","38","108","23","24","33","119","152","45","18","40","10","13","68","36","254","2016-2017","Maccabi FOX Tel Aviv"
"WEEMS, SONNY","19","16","514:12","221","72","123","17","52","26","37","3","60","63","65","18","58","2","4","49","50","211","2016-2017","Maccabi FOX Tel Aviv"
"YIVZORI, DAGAN","1","0","0:04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2016-2017","Maccabi FOX Tel Aviv"
"ZIRBES, MAIK","15","2","229:49","122","45","66","0","0","32","41","17","28","45","4","5","21","2","4","40","38","121","2016-2017","Maccabi FOX Tel Aviv"
"BENTIL, BEN","23","5","208:49","71","12","30","7","22","26","31","21","25","46","10","3","4","1","3","31","20","75","2019-2020","Panathinaikos OPAP Athens"
"BROWN, RION","8","0","16:35","3","0","0","1","1","0","2","0","2","2","0","0","0","0","0","5","3","1","2019-2020","Panathinaikos OPAP Athens"
"CALATHES, NICK","28","28","901:22","373","110","224","32","114","57","96","12","126","138","255","32","92","3","14","78","116","498","2019-2020","Panathinaikos OPAP Athens"
"FREDETTE, JIMMER","27","24","574:55","347","64","122","45","108","84","88","10","48","58","48","21","36","0","9","36","71","339","2019-2020","Panathinaikos OPAP Athens"
"JOHNSON, WESLEY","28","0","440:05","93","17","35","15","57","14","21","13","55","68","16","17","11","14","1","51","16","94","2019-2020","Panathinaikos OPAP Athens"
"MITOGLOU, KONSTANTINOS","28","5","389:19","163","52","91","8","27","35","46","42","61","103","13","24","16","7","9","55","40","201","2019-2020","Panathinaikos OPAP Athens"
"PAPAGIANNIS, GEORGIOS","27","22","473:41","186","85","135","0","2","16","24","42","86","128","6","10","27","25","2","53","23","236","2019-2020","Panathinaikos OPAP Athens"
"PAPAPETROU, IOANNIS","27","24","753:31","293","87","126","33","90","20","33","25","87","112","21","19","15","14","4","67","38","302","2019-2020","Panathinaikos OPAP Athens"
"PAPPAS, NIKOS","10","2","119:30","44","10","24","6","16","6","8","2","11","13","9","4","7","0","1","12","11","35","2019-2020","Panathinaikos OPAP Athens"
"RAUTINS, ANDY","9","2","69:23","20","1","2","6","12","0","0","2","1","3","2","3","1","0","0","17","1","4","2019-2020","Panathinaikos OPAP Athens"
"RICE, TYRESE","28","0","488:29","279","43","98","41","108","70","75","7","25","32","78","11","51","1","11","49","78","241","2019-2020","Panathinaikos OPAP Athens"
"THOMAS, DESHAUN","28","22","837:55","389","107","189","37","103","64","82","52","72","124","27","27","32","6","10","55","72","382","2019-2020","Panathinaikos OPAP Athens"
"VOUGIOUKAS, IAN","18","1","143:35","49","19","32","0","1","11","14","6","20","26","8","3","12","6","2","32","25","54","2019-2020","Panathinaikos OPAP Athens"
"WILEY, JACOB","24","5","282:51","129","54","83","0","1","21","30","23","20","43","7","11","8","9","2","27","23","146","2019-2020","Panathinaikos OPAP Athens"
"ANTETOKOUNMPO, THANASIS","29","9","349:39","122","44","64","7","22","13","29","19","32","51","9","22","14","9","2","68","34","112","2018-2019","Panathinaikos OPAP Athens"
"CALATHES, NICK","33","33","1022:16","403","124","268","39","147","38","72","17","126","143","286","57","102","2","15","86","121","523","2018-2019","Panathinaikos OPAP Athens"
"GIST, JAMES","33","14","687:41","257","85","153","9","23","60","85","52","63","115","38","21","35","14","15","67","79","300","2018-2019","Panathinaikos OPAP Athens"
"KALAITZAKIS, GEORGIOS","1","0","1:59","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","-3","2018-2019","Panathinaikos OPAP Athens"
"KILPATRICK, SEAN","15","14","317:22","138","38","77","16","48","14","15","3","22","25","16","13","11","2","5","25","13","94","2018-2019","Panathinaikos OPAP Athens"
"LANGFORD, KEITH","25","9","496:35","267","66","149","25","64","60","74","8","47","55","28","17","22","5","6","47","87","248","2018-2019","Panathinaikos OPAP Athens"
"LASME, STEPHANE","18","8","291:17","91","33","64","2","2","19","28","18","33","51","7","10","15","14","6","51","31","92","2018-2019","Panathinaikos OPAP Athens"
"LEKAVICIUS, LUKAS","33","0","357:48","133","30","69","17","42","22","28","7","20","27","44","9","26","1","5","40","57","130","2018-2019","Panathinaikos OPAP Athens"
"LOJESKI, MATT","25","6","396:41","163","46","73","16","45","23","25","13","42","55","22","4","15","2","5","36","26","158","2018-2019","Panathinaikos OPAP Athens"
"MITOGLOU, KONSTANTINOS","27","10","372:11","114","44","71","5","25","11","20","39","41","80","8","8","17","4","6","51","25","109","2018-2019","Panathinaikos OPAP Athens"
"PAPAGIANNIS, GEORGIOS","26","12","317:35","105","50","72","0","0","5","9","27","47","74","5","7","20","15","2","40","18","136","2018-2019","Panathinaikos OPAP Athens"
"PAPAPETROU, IOANNIS","28","22","714:04","252","70","114","25","75","37","55","28","90","118","30","22","24","15","7","58","55","291","2018-2019","Panathinaikos OPAP Athens"
"PAPPAS, NIKOS","19","5","341:14","130","22","52","16","59","38","46","3","16","19","22","16","15","0","6","48","42","79","2018-2019","Panathinaikos OPAP Athens"
"PAYNE, ADREIAN","4","0","27:19","10","3","8","0","0","4","6","4","8","12","0","2","4","0","1","7","3","8","2018-2019","Panathinaikos OPAP Athens"
"THOMAS, DESHAUN","32","21","717:55","335","97","174","33","93","42","61","39","81","120","20","18","33","4","4","51","67","320","2018-2019","Panathinaikos OPAP Athens"
"VOUGIOUKAS, IAN","21","2","213:24","86","34","56","0","1","18","24","15","24","39","17","2","8","6","4","33","33","109","2018-2019","Panathinaikos OPAP Athens"
"ANTETOKOUNMPO, THANASIS","33","26","372:41","119","43","75","4","14","21","36","26","46","72","12","10","14","10","7","63","45","127","2017-2018","Panathinaikos Superfoods Athens"
"AUGUSTE, ZACH","14","1","81:18","21","10","16","0","0","1","9","9","10","19","2","3","9","3","2","18","9","14","2017-2018","Panathinaikos Superfoods Athens"
"CALATHES, NICK","31","31","899:29","451","146","262","34","116","57","99","20","99","119","249","54","70","2","15","80","104","574","2017-2018","Panathinaikos Superfoods Athens"
"DENMON, MARCUS","28","8","365:28","156","18","46","35","84","15","18","9","14","23","29","13","16","2","5","37","21","106","2017-2018","Panathinaikos Superfoods Athens"
"GABRIEL, KENNY","33","1","372:55","95","17","28","19","66","4","12","26","54","80","7","10","10","11","0","62","18","83","2017-2018","Panathinaikos Superfoods Athens"
"GIST, JAMES","34","28","862:57","334","119","192","12","48","60","89","66","85","151","34","28","38","15","13","102","85","356","2017-2018","Panathinaikos Superfoods Athens"
"JAMES, MIKE","12","11","306:15","194","60","95","15","62","29","41","4","29","33","49","16","16","1","1","27","33","188","2017-2018","Panathinaikos Superfoods Athens"
"KALAITZAKIS, GEORGIOS","1","0","0:22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2017-2018","Panathinaikos Superfoods Athens"
"LEKAVICIUS, LUKAS","31","3","392:51","120","26","56","17","35","17","19","8","22","30","48","7","29","0","6","40","60","140","2017-2018","Panathinaikos Superfoods Athens"
"LOJESKI, MATT","27","18","503:48","153","28","60","30","66","7","10","14","50","64","19","8","17","2","4","42","12","124","2017-2018","Panathinaikos Superfoods Athens"
"MITOGLOU, KONSTANTINOS","4","0","12:26","3","0","2","0","2","3","6","2","1","3","2","1","0","0","1","2","3","2","2017-2018","Panathinaikos Superfoods Athens"
"PAPPAS, NIKOS","32","1","562:07","263","60","122","28","86","59","76","7","28","35","28","20","39","1","13","65","92","185","2017-2018","Panathinaikos Superfoods Athens"
"PAYNE, ADREIAN","12","1","118:56","57","22","38","0","5","13","24","17","17","34","2","3","12","2","3","23","22","50","2017-2018","Panathinaikos Superfoods Athens"
"RIVERS, KC","31","4","726:13","262","41","82","53","148","21","32","22","63","85","25","33","22","2","7","63","33","201","2017-2018","Panathinaikos Superfoods Athens"
"SINGLETON, CHRIS","34","34","1027:42","351","42","104","59","128","90","123","33","163","196","38","33","55","25","5","114","119","424","2017-2018","Panathinaikos Superfoods Athens"
"VOUGIOUKAS, IAN","33","3","269:32","122","41","65","0","0","40","51","20","34","54","12","5","23","6","1","56","52","136","2017-2018","Panathinaikos Superfoods Athens"
"BOCHORIDIS, ELEFTHERIOS","7","0","28:55","12","1","5","3","4","1","2","0","1","1","0","0","2","0","0","8","4","1","2016-2017","Panathinaikos Superfoods Athens"
